# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;PMNV
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=1)
"PMNV";"p_gfsm"
0.0353488372093004;0.0540780141843976
-0.00651162790697579;-0.0624999999999999
-0.0809302325581396;-0.083776595744681
0.0167441860465117;-0.0487588652482274
-0.0344186046511619;-0.0407801418439708
0.0120930232558129;0.0252659574468085
-0.0344186046511619;0.0230496453900705
0.00465116279069583;0.00265957446808507
-0.00372093023255715;0.00620567375886572
0.015813953488373;0.0035460992907792
0.0623255813953479;0.035904255319149
0.0130232558139545;0.00753546099290825
-0.0102325581395359;-0.00310283687943219
0.0316279069767432;-0.0230496453900718
-0.039999999999999;-0.0177304964539002
-0.0186046511627916;-0.0155141843971636
0.0204651162790716;-0.0115248226950346
-0.0409302325581406;0.023936170212766
0.0483720930232551;0.000443262411347012
-0.00186046511627735;0.0310283687943259
0.109767441860464;0.0376773049645399
-0.013953488372093;-0.0265957446808511
-0.0483720930232549;0.00709219858155991
0.013953488372093;-0.0367907801418444
-0.115348837209304;-0.0124113475177301
0.00558139534883711;-0.0288120567375891
-0.110697674418603;-0.0354609929078005
-0.0390697674418604;0.00576241134751732
0.0111627906976743;0.0305851063829787
0.0511627906976735;0.0292553191489362
0.090232558139534;0.0301418439716317
0.017674418604653;0.0168439716312048
-0.0148837209302343;-0.0296985815602833
-0.00744186046511447;-0.000886524822695467
0.0120930232558131;-0.0350177304964534
0.0186046511627916;0.0336879432624108
0.0781395348837209;0.0549645390070932
0.0344186046511619;0.0921985815602833
0.00372093023255737;0.0487588652482274
0.0855813953488381;-0.0664893617021276
-0.0251162790697674;-0.0700354609929084
0.029767441860466;-0.0416666666666662
-0.10046511627907;-0.0279255319148936
-0.0139534883720931;0.0226063829787234
0.0139534883720931;0.0456560283687939
0.0120930232558131;-0.0394503546099295
0.0102325581395359;0.0323581560283696
0;-0.0274822695035465
0.0009302325581384;-0.0279255319148937
-0.125581395348837;-0.00310283687943214
0.0344186046511619;-0.0274822695035465
-0.0176744186046502;0.0106382978723404
0.0427906976744178;0.0155141843971636
-0.00186046511627735;0.00930851063829791
0.0576744186046496;0.0155141843971622
-0.0725581395348839;-0.0226063829787234
-0.131162790697675;-0.0567375886524814
