# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; PCEPILFE
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=1)
# prediction_type; rolling
PCEPILFE;GDP285A
0.0033376229243079103;0.000777007339341058
0.00271138851995383;0.00284621166693414
0.0016481663718999802;0.00349653302703477
0.00298321554162397;0.00400327694399635
0.00202321884483836;0.00629207030227276
0.0022744007762561;0.0040539513356925
0.0018924666065662;0.00568397760191885
0.00212300344773043;0.0076349416822209
0.00398794326729163;0.0209538609663606
0.0038709544225224296;0.0135469540467725
0.0037677289712551897;0.022347406738005
0.00532299243701563;0.0513416045201557
0.007796962419053741;0.0429465469624925
0.00933846249131223;0.0216464109862082
0.00824083185950292;0.0143492985819615
0.0066993317872454895;0.00678192275533557
0.0057186900002065;0.00127530552435334
0.00553632503630058;-0.0103122387101679
0.005997398718628121;0.0005743097725565139
0.0057186900002065;0.00752514716687919
0.00457288749113979;0.0069423916623734296
0.00606965653451519;0.00835282889791644
0.0061935270760359;0.0049069702625778
0.00651696682334069;0.016756332187528998
0.00591825920598946;0.0137834345413546
0.00682664317714146;0.0067734770233862105
0.00619008622766065;0.00527858246834961
0.00685416996414639;0.00881734415513119
0.007205136498455079;0.012829066831076999
0.007095029350436321;0.00896092159827022
0.00781072581255668;0.0095436771027762
0.0056395504875679;0.0219082286766382
0.00972039666100108;0.0303708520898964
0.00834749815914654;0.046037684855958
0.00975136429638024;0.0441627323632002
0.0117195295672108;0.0585035852132126
0.0109006076538231;0.0277020007938988
0.0113203911556427;0.0218997829446888
0.0127965151087656;0.0136736400260129
0.0115715730870604;0.0217730969654485
0.0101229759209434;0.00488163306672973
0.0103397493686037;-0.022254503686562
0.0101711477982019;0.0018749524927578198
0.008564271606806671;-0.00266040556404812
0.00797244568620903;-0.0144337559014552
0.00945889218445684;-0.0096534716181178
0.00865373366457195;-0.00619072151888045
0.008505777184422641;-0.0168830181667694
0.00467611294240711;-8.44573194935805e-06
0.009975019440793991;0.0014948945550366
0.0049376174189504395;-0.00495764465427395
0.0062761074370497605;0.0023479134819219803
0.00764212424215277;0.00435799768586931
0.0061178284117736105;-0.0140030235720379
0.00472772566804086;-0.00958590576252283
0.00833029391726814;-0.0180992035674772
0.0052335303792504;0.00309958362541485
0.00575309848396194;-0.0006080927003537791
0.0055810560651837204;0.0148222595711257
0.00754233963926187;0.00167225492597312
0.00599051702187664;-0.0234200146955736
0.00671653602912364;0.0050927763654636795
0.006754385361254329;0.00899470452606788
0.00607309738289036;0.0197461212976022
0.0062004087727874895;0.0200839505755767
0.00720169565007978;0.00809101120748623
0.00741158740098968;0.0125756948725961
0.007845134296312171;0.0113679552038378
0.00914577498227953;0.0148391510350244
0.00833029391726836;-0.0090876075775107
0.00827179949488299;0.00699306605406957
0.00887050711223336;0.0133611479438865
0.0066098697294813;0.00917206489700428
0.00610406501827054;-0.0148729339628219
0.00760771575839736;0.00446779220121107
0.00952082745521698;0.0127699467074314
0.0107148018415422;-0.0150587400657077
0.00822706846600108;0.0248557891269646
0.0068266431771424295;0.048900787986791
0.00957588102922591;-0.0277864581133925
0.00649976258146234;-0.0240449988598261
0.00805158519884663;-0.0102869015143198
0.007896747021945759;0.00880045269123253
0.00849201379092079;-0.004003276943996379
0.0062038496211626;0.0052701367364003104
0.00614879604715268;0.0133864851397346
0.00600083956700426;-0.00388503669670526
0.00536772346589787;-0.0129641985422667
0.00678879384500986;0.00631740749812082
0.004166867382822129;-0.0075927130224741094
0.0042597702889627395;-0.0020607585956437
0.0046726720940308795;-0.00449312939705915
0.00622105386304095;0.0109963429980658
0.007301480252970729;0.0141803839429745
0.0043974042239856;0.00418908304688226
0.00485847790631289;0.0037752421813636
0.00529890649838582;0.0155992669104669
0.00469331718428545;-0.00615693859108302
0.0045006296752526705;-0.007668724610018329
0.004514393068754671;-0.00352187022288286
0.00414278144419356;-0.0038934824286547295
0.00394321223840965;-0.00982238625710485
0.0050924555958513605;0.0015286774828340301
0.00373332048749975;-0.0101771069989781
0.00444557610124285;-0.0164185029095547
0.00207139072209683;-0.00552350869488094
0.0030417099640091;-0.00548128003513426
0.00351310619146217;-0.023614266530409
0.00280773227446962;-0.00891869293852343
0.0036232133394810103;-0.00970414600981395
0.00425288859221118;-1.68914638987161e-05
0.0030795592961397897;-0.00413840865518611
0.00427697453084108;0.0105149362769524
0.00357504146222265;0.011536869842825
0.00466579039728032;0.01081053689518
0.00618320453090915;0.0118831448527487
0.00324127916979211;0.00140199150359366
0.0023363360470123303;0.00860620085639718
0.00385375018065148;0.00152023175088478
0.00722922243708057;-0.00641875628151312
0.00532299243701873;-0.0127530552435328
0.00375740642612854;-0.0112074862967999
0.00674750366449661;-0.0213930390277274
0.0033582680145685102;-0.00346275009923735
0.00488600469331379;0.0196616639781088
0.0049548216608286105;0.00700995751796829
0.00326536510841779;0.00115706527706216
0.00297633384487961;0.0222713951504607
0.0034374075271999;-0.0083190459701189
0.00477589754529206;0.00541371417953929
0.00435611404347847;0.0008614646588346321
0.00656169785222582;0.0186735133400336
0.00722578158870857;0.0154134608075809
0.00473116651641292;0.0113172808121417
0.00586664648036306;0.0148729339628219
0.00690922353815215;0.0051434507571598296
0.00584944223848183;0.0212325701206896
0.00446622119149021;0.0231750884690421
0.00678879384501385;0.0106247307922941
0.0059939578702559206;-0.0025506110487064602
0.00837502494614728;0.0238423012930414
0.00664771906161199;0.0121280710792802
0.00506836965722268;-0.0236227122623582
0.0068094389352672;0.00216210737903599
0.00536428261751531;0.0298641081729348
0.00614535519878467;0.0181583236911227
0.00738750146235378;0.0313083283362752
0.00666148245512099;0.0322204673868062
0.00644470900744942;0.0710623886219098
0.0072154590435819;0.0257848196413942
0.00276988294233482;-0.13041899276200802
