# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FYGM6
# prediction_type;rolling
# method; FCBF(n_components=1)
"FYGM6";"FYGT1"
0.0183763665968827;0.0197912135711176
-0.00790881600372151;-0.0173988690735104
-0.0414049779018374;-0.0513266637668547
0.00372179576645715;0.0126141800782947
0.0139567341242149;0.0178338408003478
0.0479181204931383;0.0382775119617227
0.0458246103745052;0.0443671161374511
0.0193068155384976;0.0228360156589821
0.0211677134217257;0.0311004784688997
0.0423354268434522;0.0430622009569379
0.101186322400558;0.0893866898651588
0.0279134682484298;0.0315354501957371
-0.00604791812049332;-0.0237059591126576
0.0195394277739009;0.0141365811222247
0.148639218422887;0.13810352327099
0.10258199581298;0.108525445846018
-0.253547336589902;-0.238147020443671
-0.0183763665968828;-0.00956937799042623
0.272854152128404;0.241626794258371
0.0272156315422192;0.0182688125271857
0.043963712491277;0.0656807307525034
0.0546638753198396;0.0778599391039561
-0.198650849034662;-0.180948238364504
0.0597813444987231;0.0513266637668508
-0.0360548964875576;-0.0350152240104349
-0.151895789718535;-0.127664201826884
-0.147476157245874;-0.176816006959548
-0.00604791812049266;-0.0176163549369291
0.020469876715515;0.0208786428882123
0.0583856710862993;0.0728577642453263
-0.0230286113049546;-0.0224010439321469
0.021400325657129;0.0145715528490672
0.065364038148407;0.0893866898651589
0.0218655501279342;0.0171813832100892
-0.10793207722726;-0.117007394519354
-0.0388462433123985;-0.0408873423227512
-0.0539660386136308;-0.060243584167029
-0.0274482437776232;-0.0308829926054811
-0.000465224470806602;-0.00913440626359285
-0.0216329378925332;-0.025880817746846
-0.0535008141428243;-0.0554588951718138
-0.0414049779018374;-0.0402348847324926
-0.0125610607117934;-0.0126141800782947
0.00953710165154648;0.00826446280991688
0.0304722028378694;0.0550239234449765
0.0141893463596183;0.0234884732492388
0.0160502442428472;0.00739451935624164
-0.0267504070714117;-0.0300130491518051
0.0323331007210976;0.0339277946933449
0.0541986508490349;0.045889517181383
0.0411723656664342;0.0341452805567642
0.050709467317981;0.0498042627229228
-0.017911142126076;-0.0237059591126575
-0.0441963247266803;-0.0541539799913006
-0.0130262851826009;-0.0176163549369291
0.0132588974180042;0.0195737277076991
0.00302395906024633;0.00956937799043012
-0.0234938357757614;-0.0291431056981292
-0.0309374273086768;-0.0341452805567642
-0.0642009769713887;-0.0565463244889078
-0.0246568969527795;-0.0126141800782954
-0.0169806931844613;-0.0232709873858195
-0.0602465689695283;-0.0665506742061766
-0.0411723656664341;-0.0332753371030883
-0.0137241218888109;-0.00891692040017422
-0.0451267736682952;-0.0524140930839493
0.00674575482670414;0.00956937799043014
-0.011165387299372;-0.0102218355806868
-0.000465224470807379;-0.00173988690735125
0.00279134682484297;0.00282731622444521
0.00581530588508933;0.00674206176598563
0.0174459176552687;0.0250108742931708
0.0669923237962317;0.0798173118747279
0.0332635496627124;0.0304480208786431
0.061642242381949;0.0650282731622447
0.0188415910676902;0.00848194867333618
-0.0295417538962547;-0.0493692909960855
-0.0181437543614794;-0.0206611570247936
-0.008374040474529;-0.0137016093953893
-0.0248895091881835;-0.0208786428882122
0.0181437543614794;0.0352327098738582
0.005582693649686;0.00782949108307956
-0.0104675505931612;-0.0197912135711176
0.00465224470807185;0.0108742931709441
0.00883926494533643;0.0132666376685513
-0.00930448941614376;-0.0202261852979556
0.00232612235403618;-0.00369725967812118
-0.00837404047452889;-0.0110917790343628
0.00418702023726447;0.0063070900391477
-0.0165154687136546;-0.0206611570247936
-0.0404745289602233;-0.045889517181383
0.00860665270993236;0.0178338408003478
0.0118632240055827;0.0141365811222272
0.0134915096534082;0.0182688125271858
0.0300069783670621;0.0291431056981298
0.0337287741335192;0.0378425402348848
0.0188415910676902;0.00195737277076991
0.00395440800186114;-0.00565463244889108
-0.00628053035589671;-0.0150065245759025
-0.0893230983949757;-0.085036972596781
-0.0702488950918821;-0.0532840365376253
-0.0360548964875555;-0.0311004784688997
-0.0835077925098856;-0.0691605045672031
-0.00511746917887929;0.0050021748586344
0.000465224470807407;0.00152240104393195
-0.0158176320074438;-0.0345802522836016
-0.0193068155384969;-0.0184862983906044
-0.0130262851826008;-0.0150065245759026
-0.00860665270993231;-0.00956937799043084
-0.00348918353105394;0.00456720313179644
0.000465224470806911;0.0050021748586344
-0.00139567341242129;-0.0050021748586344
0.0244242847173759;0.0361026533275341
0.029076529425448;0.0197912135711177
0.0337287741335192;0.02522836015659
0.0390788555478018;0.0389299695519787
0.0204698767155157;0.0178338408003484
0.0346592230751333;0.0293605915615485
0.0365201209583629;0.0326228795128316
0.0262851826006043;0.0226185297955629
0.0246568969527801;0.02522836015659
0.00953710165154653;0.00456720313179643
-0.00395440800186053;-0.00674206176598496
0.00116306117701748;0.00152240104393192
-0.00930448941614304;-0.00500217485863441
-0.0265177948360084;-0.026750761200522
-0.0595487322633168;-0.0589386689865156
-0.103047220283787;-0.0991735537190082
-0.0179111421260761;-0.00173988690735123
-0.000930448941614093;0.00326228795128315
-0.0760642009769714;-0.0737277076989994
