# name_prefix; aus_macrodata
# description; Austrailan macroeconomic dataset
# lag_parameter;4
# number_predictions;75
# horizon;1
# max_attributes;15
# predict;HStartsNT
# prediction_type;rolling
# method; Part-GFS_te(n_components=13)
"HStartsNT";"Mbase";"Cons.PurVeh";"HStartsWA";"Cons.Edu";"IP.NMM";"Cap.MacEqu";"ExrateGBP";"ExrateHKD";"ExrateSGD";"ExrateJPY";"IP.ME";"IP.MP";"HSexfinVal"
-21.50447064;-21.7818115;24.98702514;17.72372296;-2.772654355;14.501194;9.743043725;11.29216368;13.9696203;8.795632806;-0.726506807;9.72270089;0.552104988;18.51344162
98.45322779;7.759573495;21.35114528;77.81197832;-8.151119389;-17.72441853;33.35508036;32.4809549;33.17997364;34.88085618;34.99962622;21.37403258;-17.47987774;102.0718468
50.33254736;5.582169096;8.595879522;-19.45562058;-4.282186728;34.69666138;-42.10061734;31.6338801;5.971161033;9.651809427;26.72296958;-3.265324256;9.117203811;-17.69335676
-40.45550251;-4.537142533;48.29260941;-15.97939034;10.29451223;13.99559674;62.15809402;2.209011562;26.71478548;11.15705115;-3.630925269;14.80458599;38.12407192;3.39885627
65.31787278;-11.36139607;-2.429977099;-48.58591795;61.66027193;10.74269513;9.012832708;9.019894492;-8.798189677;-12.54401811;8.782539524;-5.72802151;-0.512492062;-24.39990987
-40.39036694;1.604814821;19.03862315;-109.3059003;-18.48243727;-30.71747645;5.07515871;-4.33096957;-35.87376313;-31.70822417;-5.46333036;30.83189702;-13.03046817;-55.13795777
-109.5555;5.559555805;6.658284337;-31.78207362;24.9827785;8.346055386;-22.16472295;-4.152675344;0.773560553;0.151260782;2.623286571;-23.84204481;3.691522575;-45.75749787
39.61568314;-4.787157954;0.761180058;17.86847333;9.633404035;0.589535847;-12.31716233;19.29842712;11.11470173;5.600674436;17.19677921;-2.527654541;4.696727151;4.62230514
22.20111383;-2.361433008;57.73010931;3.891896064;-62.42861639;-2.363374674;-15.1479128;-33.80161284;-12.58709326;-25.34899327;6.651222509;4.412968321;10.7492073;64.22347306
42.70719017;13.1907226;-7.978103808;-47.74491761;50.03358781;-7.778853974;-14.83629493;0.526085126;3.112925712;0.401686088;16.01953089;-10.15927624;-1.518028387;-43.98303508
7.523732783;-3.347104154;4.008942243;21.24583488;-15.41601057;-16.65622282;-1.51435026;-22.31223484;19.75728973;4.179669294;-9.281895835;-3.228427534;-17.08997787;6.821868258
33.35264358;-4.604254551;-26.56958158;-5.060689538;-22.9456616;-3.797496877;-16.22513451;-29.37245741;-15.29120728;-30.09904153;-48.54212117;-5.877656776;1.056803785;8.634008745
-1.526719487;-1.511546498;-62.13420564;17.18517496;57.53071859;-22.22794046;-41.0292083;16.95182645;1.990190293;9.022568836;8.172058515;-12.69947933;12.46854196;12.03004248
0.764088255;3.598465552;6.039922582;48.69677205;-26.92386111;-13.6765459;-3.587467993;36.8884204;-7.661498948;-2.177872877;4.369833684;12.04104296;-18.85165614;68.83741651
31.54704769;-2.952187136;-3.008561192;68.66905272;-2.023271891;6.212376812;-2.97873717;2.346217667;8.557904432;-2.712008031;2.953428428;-5.306877178;-1.073826148;19.67126675
9.756581319;3.492362704;8.152456106;10.36201402;32.85253391;-9.004709269;-1.354845756;-25.18053378;-4.995079258;-19.11350765;-27.00000018;-10.82976471;0.537273419;-13.01906573
24.69508017;-7.079830768;19.17006151;65.08511228;-62.92035126;6.944618878;12.65483398;-2.622959909;-10.40363747;-13.24798461;-7.853293987;-16.10016105;5.333412348;26.62461704
64.42462295;2.099742354;-22.95387351;42.81522635;37.14480131;34.91927903;-4.59375155;-16.65788082;-1.503038802;-3.629749778;-1.704073576;-5.031512883;3.166243445;44.60723545
82.81462647;5.506364159;49.00959438;-0.818544575;-11.23646684;-12.82161052;-15.34121851;-31.55203672;-17.91431063;-25.61480621;-35.41731105;19.06804081;-17.73292387;24.60782703
40.43844666;5.200378977;-11.94846533;-14.29493894;-18.97124319;-1.95918759;117.6287482;66.60396223;-19.71183696;-12.21486798;-17.46669362;-5.555644864;14.56668042;-1.267908895
-5.708557561;-12.14368507;-16.16381534;35.98874058;50.41402609;26.59206804;-23.55591245;15.2866374;2.58459756;5.066640382;-13.76875693;9.672319279;16.60419967;19.04555608
34.22233399;5.905491799;-2.326339352;35.05648979;-22.68508461;18.55231534;-0.805755668;-21.24444727;-3.669807834;-10.34243887;-41.9021976;-4.806924802;0;20.71224457
-33.40182096;-1.390226509;5.662900244;22.87017584;6.365759972;-24.72527735;-3.181276258;1.378174983;-11.38366849;-14.97137693;-24.02253879;2.067188063;-1.017812254;24.33379652
31.89095979;8.725387765;10.84213871;19.32306205;9.439735984;14.65812867;18.94046229;2.979751266;-1.814167646;3.947032989;17.77325832;27.23042842;15.49225487;37.13648994
17.40209642;-11.42666544;0;46.71588519;-25.13749442;-9.712161483;35.23356462;24.07867671;25.96922652;16.02731968;9.142021086;14.501194;-11.43645333;36.14629935
21.51245563;3.040540816;0.248678901;-2.77758374;28.89771396;4.278115647;0.101419879;-0.083866234;8.910970988;-2.822154212;-6.402719258;9.181734428;2.012582862;9.323164234
-33.65131819;4.701108177;-2.243695506;-63.44664514;5.461871322;6.033296885;17.07243368;1.506908438;7.918160971;-2.10873647;-1.249406869;-1.21212214;4.987595792;-39.09013136
-86.3733517;1.47830269;29.3931107;-18.39295518;-14.42150445;5.35323975;15.62661498;2.996892271;11.93035445;2.395432017;9.285651142;4.226454415;-7.000178654;-31.7968135
47.16471088;-10.54565973;51.57909318;-69.40769008;-2.900551661;-13.21441491;4.460494589;-14.46822482;-10.71095487;-17.33911837;-26.21488731;8.321251052;-12.81339539;-43.10767357
41.4432835;4.555150818;4.063011063;-15.41140471;18.45061888;-22.61198518;21.14752452;-15.75593727;-13.27148261;-27.05772292;-63.09126483;-10.12712319;4.145114814;2.673243142
29.00599239;-3.446337677;-59.37608702;45.41713634;1.27520033;-3.896134699;-14.27607748;24.095482;17.13311912;22.80776521;66.21966715;3.603627977;0;11.48696028
11.91070562;8.851932402;27.62840958;-0.187410037;4.394420885;3.249408609;-13.06445823;6.266883048;0.154152757;0.780660157;29.64184796;24.35534787;8.668280581;-1.852834626
-44.27336106;-10.01743355;13.13004619;22.03682204;-8.913391938;8.960374676;63.7597335;15.10431894;6.826349459;6.525307944;22.47096499;-10.25697225;15.33892331;13.63021657
-84.32540508;1.08544987;12.71271362;-16.79581723;-4.111189598;-31.59536453;-3.012213642;12.59967364;14.88031677;13.41043664;19.28607528;4.020134341;-22.46379362;-13.31351569
30.69877252;76.50427594;8.323061003;3.316463033;12.80229756;3.410080329;-20.85270482;-10.47638526;-2.967666351;-2.557223387;3.315368077;9.598202222;33.94783597;13.38722244
40.68544682;-51.08696925;0.602258583;7.375874436;10.09932901;6.734165786;-0.297413578;-19.63917347;7.193996448;5.597340551;26.7885657;-19.43239241;-7.13879745;23.85135049
-9.790013964;-13.67557971;24.50936686;21.95451662;13.15089569;11.19414617;-2.344547662;-1.895078023;-11.94144659;-6.103517178;12.9829422;20.54659926;-20.18890014;28.177318
40.31644907;-8.327072007;21.84529957;-15.57235297;-0.48981026;33.01483864;75.79703644;-11.44797297;-6.351916369;-4.157928068;-15.45204074;1.665512469;6.015150946;9.970747088
-30.1397749;-36.09330103;27.6090585;-2.464203964;4.732959343;-15.85573436;-20.6141403;-10.36674402;-15.95142756;3.795980767;-15.50894539;0.553633306;1.489759636;15.51482666
9.546992525;9.395009152;32.95227654;-1.76217364;10.31389847;9.831524106;4.518148213;-41.68884425;-31.10001081;-2.178588702;-9.886566798;9.836561255;-2.486024161;8.439612613
5.248435223;21.10379505;-7.908767038;6.952284165;-5.294494402;-1.215806407;18.00159781;-2.068036285;-5.482566493;2.202728835;4.45682738;5.894279462;17.56379705;-2.766939902
3.707162735;9.370199805;32.76332949;34.14371088;-0.957756572;-32.32161297;-28.48580569;-25.44259051;-24.48041073;-23.88490846;-0.927644201;2.650771795;1.429423796;21.12348655
14.85005309;-5.857553697;14.03652792;-41.76202141;4.766013831;29.26583034;3.050431391;-28.63814663;-24.4971909;-6.861852354;-14.61241743;0.528052882;-2.385218755;-14.43904771
42.78369478;1.267421683;-8.163548652;8.999397279;7.974131236;8.498043445;-3.731475824;22.88010946;21.30801878;1.651900437;-47.8664818;18.56003024;2.385218755;23.32848898
44.12014849;-7.380293632;-5.00811407;11.63583667;2.645074939;1.797755835;4.106464133;12.91846404;1.857262641;18.40440033;4.981294883;-21.20729338;0.475341708;39.28008225
28.96818678;10.35073743;13.17166272;18.25257914;1.972390584;47.84332315;-8.791562688;24.13026912;18.61399559;17.08427434;23.12341066;-34.94945208;-2.860560463;44.03820021
39.50076017;-72.40705225;-10.15927624;3.750895742;8.050912909;-89.39006851;17.87064994;-10.41580096;-4.590814865;-9.909414693;-38.75879976;31.74943502;-8.706510593;15.42928782
-48.92563243;85.64976563;19.25057667;31.02845309;2.179492572;44.52516567;9.557880747;-2.06925718;-1.199846964;-5.690031016;-30.29558689;-7.567793298;-15.45363527;37.13043925
9.158649314;-22.42264876;7.82223174;-7.42575605;-1.216487532;74.01517728;1.071812002;-12.61097812;-15.86825391;-7.089976256;0.300578628;-0.54607517;27.02070633;-14.47768562
-100.94448;2.382940386;-62.61856974;-55.41626374;-1.992772302;-2.473724644;28.20323633;-1.903858554;-20.51615308;-18.7888374;-25.7072554;18.68251496;-35.23665627;-64.00003887
-26.93665854;7.993295422;102.2574507;26.92117746;-7.086735546;-1.990053856;7.771070887;0.034696274;-14.18380262;-12.28231214;-8.244154763;12.32446656;3.100790722;-14.82999564
-38.85801712;5.234204376;-29.74554896;-16.04117616;15.88250104;-43.14295834;-24.92504733;-20.75660265;-26.37571379;-22.58213422;-12.46882965;-0.506008923;33.08485769;5.995979006
-16.49718337;-20.06680462;-37.25205895;22.49759472;1.321691077;-17.6039764;9.669594817;-5.03798928;-7.865371718;-4.888869535;17.49598139;-6.637038037;-32.05657949;42.96064841
53.51780632;9.969771526;-14.26643207;35.91634717;3.814615012;26.39553909;2.263423969;-2.971506285;-8.875703156;3.188884697;2.083282091;-2.064520712;9.137453168;61.35633776
19.76153971;14.44192958;7.778634414;-3.41396098;11.41181692;-52.17224598;-2.873697015;-7.336893844;1.130764111;-9.49608134;-3.528611942;4.630276783;17.19110481;35.6059235
-6.36055805;35.04824954;24.52335301;-7.757274927;9.857865797;95.40193459;6.361896213;4.305584017;1.311301134;16.42340518;16.98782559;-3.596684477;25.6050166;13.24758769
-4.29726604;-48.70290787;20.25749313;11.61166065;-7.085100023;7.250953837;7.148957457;11.4060685;5.21582068;5.285954818;27.91737391;3.596684477;0.450704273;10.6625762
-25.26373378;-15.05568022;7.977105801;-11.87068607;-1.323707586;11.33487885;11.82925342;11.48025324;28.8000673;17.66805512;-0.463857802;20.92631575;-23.181457;-13.73786441
-67.9738191;4.79972894;-9.670092213;-7.4976314;0.18076373;3.708021919;-1.915406693;-27.34382334;-6.606250596;-11.85715165;-20.024995;-19.39472485;8.500910264;-7.64853719
0;22.44080968;-2.618667291;-3.757764109;0.240891305;12.7138966;57.84787584;6.181804526;8.613429785;7.058765305;13.67039518;20.8483909;20.04975487;6.296364249
60.61995926;-22.28494549;-4.62432896;25.63353377;4.549585114;-25.84520472;-11.20427047;19.20602505;26.93185688;24.90417108;18.58121225;24.39208106;-7.175080275;30.3273274
105.1860182;5.604595811;19.95878846;27.42908397;4.557273532;-12.10013619;-2.084304655;23.23356488;31.04599196;33.00184954;32.87895047;12.54302097;23.71715455;31.72016156
-59.46410965;-2.258119712;28.53998934;12.9741103;3.57380627;35.2547478;22.97308593;9.572538252;5.287633798;4.642398711;-4.936832055;-5.327492736;-7.3159651;27.42767938
31.15848333;21.39842216;1.76185867;14.71379273;2.963622186;-6.349339663;-8.412737542;12.54446908;38.19346894;32.75147305;12.45015594;1.783726479;-13.24624351;-12.33229808
28.90577651;-21.67823313;-3.53151205;-37.23395596;6.60317873;-0.915332207;-3.075765908;-2.61856244;22.28547947;15.18041668;14.28901776;3.984537652;4.908037037;-45.64696906
11.81769849;3.244712066;-4.398914894;-10.00405095;1.874870274;13.51479903;7.795584681;-23.45368523;-29.89810805;-27.89264939;-20.06122229;2.196600797;-6.257110828;17.63633732
70.05564186;6.414328085;15.24664194;27.97957146;-1.078397248;-2.220994046;19.3822436;-1.975313337;-1.945416146;-1.436505204;2.87943655;-20.67876153;-6.814474861;10.40605942
12.27163911;5.036789744;3.323325233;9.187150855;0.170466655;-9.921590946;31.78711238;17.30541308;32.95523565;19.08674448;8.66642849;5.498368362;8.163548652;15.78957249
-14.72262722;-7.086769825;14.45737979;21.00929126;4.069556086;14.35131507;-9.817039936;3.158982103;7.0431488;4.136845755;10.39233711;19.97086958;15.41192287;31.70438789
32.56514486;-13.6453009;0.220082537;9.38961093;2.74607033;46.91737583;24.01245828;4.451658854;-7.150382615;-0.250770605;4.259753189;8.565637802;-44.2616318;-11.79658064
57.13456336;16.05855014;7.951248877;18.68640562;4.608921679;-17.62046645;13.95503598;11.60326433;-6.412281427;-2.053866191;9.755998914;13.33456811;11.88441546;18.59124864
14.0907211;11.94588393;-3.248528954;16.00600732;2.531654021;19.96422315;26.6758281;-2.124673328;-9.061029037;-7.390436894;10.12201333;-11.22151512;-4.237826573;22.24731459
-10.37522142;-18.5198511;-10.24144038;24.19588283;-1.53909768;17.15365268;2.399652467;-5.679224602;-2.675112017;-17.32127937;-4.067674975;-12.8490705;20.75393415;8.665341423
-11.05151699;-1.928745065;-1.005165962;17.53529888;3.12694454;-4.880398412;-20.09379584;-9.583221924;10.08895272;-0.357771889;-2.314165161;-4.816697502;18.01512582;21.82653457
-29.90494379;4.482599846;5.221571162;-12.578606;1.527135752;1.13154248;-4.664775899;-6.133027785;3.768956933;2.108468019;12.88975726;4.381204808;11.01764567;2.299096065
-69.02322181;14.82587645;4.281638246;-36.6562881;2.874783545;-7.604791795;-9.360032989;0.165214492;11.6690845;3.500631847;15.54555724;12.86284465;19.97358368;-13.08778384
-20.50383135;-19.57880097;36.3032412;-10.86335268;12.55589188;15.43720988;26.621732;-1.68839481;5.513572799;-1.027071617;9.192839813;-1.691334444;-9.658416922;21.40586428
4.025528776;-0.00208821;0.697471842;25.91889331;-3.841882044;-10.85700716;25.85515211;16.12571036;22.07436297;21.5890566;29.53481483;-3.831854743;-20.04594805;42.91927876
16.99046656;21.73752799;0.596866562;-17.57757631;2.845486904;8.263204648;7.870396552;3.774062013;8.547680051;4.521352546;-6.398224968;-4.733783059;24.90430737;-2.838613441
-19.40091912;0.071407253;17.50400809;-19.95094356;3.866783868;7.366690714;7.96689225;15.2363984;18.8840114;2.776964608;4.537111874;1.727864458;24.20250304;-8.941989509
-69.66460886;-23.65448752;-7.394280898;-13.41721315;10.11542255;7.233470173;3.082207031;20.14643817;9.738685356;-4.552322788;-22.9801191;21.80833555;26.02841991;-22.89364676
-0.960384615;-5.07188254;-11.10500016;-77.61707686;0.607979851;9.562208341;13.85806987;16.16696184;14.75948394;4.346519018;19.36523636;22.99939682;5.638859902;-72.15594595
-50.85663785;18.42537162;-49.9257698;-2.232244428;5.230805083;0.349803258;-10.9311124;-13.97707047;-36.31465549;-24.18423731;-27.86233418;-16.12011751;2.094245622;-9.560478064
75.10648657;65.80521841;-4.998644999;-16.02936913;-1.702556401;4.519822102;-10.6967932;-22.24518221;-104.5871275;-82.48924368;-153.4718111;-21.42633699;-27.00080111;26.77612533
28.52116852;-97.15479577;-5.873144234;35.93062942;0.501504579;-27.17756382;0.328383454;20.14196161;-8.179525578;4.410335356;-5.095071641;-22.19166093;-22.60055344;90.74648935
17.31634179;6.12976563;-9.865444276;28.64431242;8.430760887;-13.16526921;-4.563488583;24.04758772;65.51583613;48.41216777;71.61440936;-8.592755526;-0.39428293;35.30598759
-37.47899725;8.874961594;10.56089505;-5.006899414;1.616163815;9.821078802;-23.15642731;25.21992971;35.83910231;28.54988018;18.74786684;23.52313857;-23.14191708;-2.554973287
-60.48033004;17.41887321;20.76044015;-7.580671696;5.195824194;11.04025923;39.83427448;24.54119336;27.85989051;17.09648172;16.46117565;47.11321426;9.499672085;-24.4087994
-22.25739663;-11.66697663;11.91531371;-64.15673392;-2.856636241;-14.78911516;-43.1174098;18.03439787;-4.366063249;-1.800595341;-0.750040967;-35.64137118;31.01110957;-48.51787528
-61.11568369;-8.155982281;37.3665879;-47.41646444;2.953114775;22.33990117;-24.78878552;4.248070075;-9.041854036;-14.45247782;-7.296136424;24.76691506;5.253358812;-21.05290393
-0.847457987;13.61173949;-20.33829534;-3.919550567;3.696839613;-13.4009817;-16.08006372;0.567552864;18.12106976;5.617291483;-12.40684305;-11.17837216;2.971230003;-5.285709074
-42.47425865;4.75756359;-19.06119783;17.99642547;6.259018174;-4.44449017;23.64446924;27.79975911;27.47250637;14.44184871;15.25548045;-2.02943104;-15.08189961;1.571326212
21.5772329;-16.9931441;22.01624885;-2.518265658;7.041860675;1.115760835;10.89423554;1.773745187;13.07818855;2.944620572;12.42966725;-6.150813148;-7.75970018;-12.21836696
-4.042707068;10.66806775;-35.54358103;31.95878168;1.752770332;-10.91832491;7.684065614;14.54404818;23.83929336;10.75265082;19.30041437;-19.04114111;33.07046767;6.045715179
11.56921583;-0.516761486;29.40535316;11.65298301;3.11749429;-5.766558305;24.69484471;-3.120633831;-10.73893248;-10.25710295;-32.9366193;35.63431434;-11.71172408;-7.357629894
33.22981766;14.68021775;6.848257218;17.05121673;0.821168172;-9.006743714;0.097734992;1.206266957;-10.47490809;5.889011007;-2.723923677;-14.94368636;20.9813011;7.818483883
32.17229634;-23.12674;17.83798164;27.91684136;8.343501102;5.115662447;2.765750903;9.282095675;14.06618167;5.583058948;21.5417953;26.27810371;-14.35131507;-6.009036541
-26.95918989;8.081702813;27.16399274;-2.497787022;0.84712733;-26.6765498;7.194230955;-16.74123069;-19.03389048;-15.49543494;-19.41421911;-6.605298224;-20.61346005;7.34455614
25.84030804;3.846730854;10.01617278;15.62089944;2.442145567;24.32360184;-4.274015891;8.905938804;11.6902488;4.641937756;4.844349868;3.898666341;6.485597494;11.45567516
17.53705515;10.65147572;25.40672105;-1.039649478;4.008181972;-11.57187932;-14.07988496;-5.839519768;-1.459897842;-7.665241624;22.09468097;-5.075714763;-21.37468169;5.053933163
-9.037890095;-19.24305863;-26.11390356;19.86665382;3.447356744;13.14204817;-32.22005191;17.44673876;-0.824783538;4.70808614;42.84409729;-18.08444597;-11.74767978;21.56035764
-15.27898838;1.738188526;9.097265061;30.07149086;2.900602569;-18.85060581;-1.756147974;-23.20522482;-23.81799161;-19.8171415;4.279448765;2.05023514;-2.060797964;14.88382297
2.650269951;9.467897656;6.689692799;-6.131793838;2.022270752;-1.646092858;-6.417659908;-35.97313636;-28.56774934;-23.21248208;-32.88933554;-5.76735017;30.23307247;10.40757382
-20.12029535;70.27807358;0.764737355;2.071906639;1.841249304;15.76757954;-25.45640276;-12.897585;3.312445724;-1.400808806;18.7568594;-2.497406656;-2.305481887;21.31257135
26.8557211;-34.80667537;-0.679694301;-6.479518444;1.620125856;2.765443114;21.61821917;-16.39682654;-8.287194293;-3.915772902;-6.909380472;-11.86527673;-22.59144166;8.936840507
8.081083;-45.71856747;4.733783059;-19.45733285;0.170158463;14.3079536;-11.19001513;9.692426234;15.44261476;11.17887945;13.81366536;-13.56062067;12.44455611;1.411150213
25.70175591;6.817706378;-5.159179249;-3.358920082;1.909311501;6.406166129;12.05849147;-2.268072671;-8.567383253;-7.820161214;4.768600815;6.181138449;-5.572229414;-11.16867653
-19.56721987;6.368005983;-3.763123757;2.498423113;0.211584242;7.407619107;2.439437621;-8.461007235;-29.1005477;-15.06397221;9.451199848;1.312193632;-10.97072321;13.70189412
