# name_prefix; aus_macrodata
# description; Austrailan macroeconomic dataset
# lag_parameter;4
# number_predictions;75
# horizon;1
# max_attributes;15
# predict;IP-PCCR
# prediction_type;rolling
# method; Part-GFS_te(n_components=12)
"IP-PCCR";"Emp.JobVac";"HCE.Pet";"IP.FBT";"BusInv";"HCE.ITA";"HSexfinVal";"HStartsTotal";"IP.NMM";"Unum.LPT";"IP.WPP";"HStartsTAS";"Credit.Total"
17.33452539;-0.4;-12.75522938;-3.980132341;17.20337262;-9.057725081;-24.39990987;-37.62268499;10.74269513;9.781014419;-49.71501867;-12.34721158;-4.737855424
17.4700254;9;-2.536092796;-11.59501475;16.33748864;26.28389562;-55.13795777;-55.90363711;-30.71747645;-10.37794048;26.36319295;-25.70638199;1.569128235
-26.04339364;-17.1;5.909874838;10.45052184;-1.488884078;-9.316434875;-45.75749787;-58.64221748;8.346055386;2.38237762;-34.59133117;-86.89040677;-4.026070626
-20.58934008;2.6;-4.222093597;-2.875641429;-6.782731052;-9.750386834;4.62230514;9.691773714;0.589535847;-14.388736;-25.41060403;5.025492368;-2.992992932
19.2186934;-7.3;26.28567886;9.130210937;-7.46881797;17.65724152;64.22347306;52.1462415;-2.363374674;14.98211964;-10.00483376;46.63730698;-0.610486354
-11.13761047;-7.9;-13.61683088;-11.44570221;-20.96002474;-14.46167157;-43.98303508;-38.71066438;-7.778853974;4.363894322;-9.903246768;-18.62816299;2.1838115
14.78228261;-7.3;-4.83892653;15.93382783;-4.5120283;2.078578697;6.821868258;4.653897774;-16.65622282;29.39174808;19.56721983;16.29331952;-6.237975076
16.87264561;-15.1;-6.904786542;0;-15.64898083;3.53590942;8.634008745;3.636260552;-3.797496877;18.42465992;-34.89756324;5.49691528;-2.506565905
-49.94933195;-7.8;-1.534025719;5.540254774;-31.63406717;-9.890561263;12.03004248;3.798115585;-22.22794046;36.19859712;6.642219046;24.43507679;-0.812905276
45.13790161;-2.2;3.063675479;-9.464602999;-9.846144384;-7.292532855;68.83741651;47.11136125;-13.6765459;8.373821134;17.19154467;31.33273731;-4.848131632
-3.092229646;-1.8;-0.001467979;-2.826866889;-16.1232608;14.58307122;19.67126675;46.44667058;6.212376812;-20.34093795;-12.46206711;33.61557084;-0.428965177
-14.90855792;1.1;2.282083318;-1.136364401;-10.80053302;-13.02553345;-13.01906573;-7.581628776;-9.004709269;0.097955088;4.316588653;23.79520216;0.535239246
-28.12355104;2.4;-5.331179479;15.07505693;8.503076529;-9.270214359;26.62461704;24.31921055;6.944618878;6.026845582;0;27.51275151;0.462458307
5.395544714;-1.4;12.83029602;-0.548320854;-6.050062576;-2.334784421;44.60723545;38.49941927;34.91927903;-6.026845582;-17.92709708;17.48517489;-1.716093554
15.76323373;1.1;-5.375856536;-11.12728219;-9.613088199;13.84075533;24.60782703;15.50709959;-12.82161052;28.4450904;9.977422593;-3.693208069;1.98398729
-1.407626086;3.9;-4.437621368;14.94983688;76.67456617;1.702225445;-1.267908895;-2.392283;-1.95918759;24.07273509;38.91956439;-39.09563977;1.484261356
16.12192881;0.1;-4.413151192;-17.78070503;-21.9300488;-0.01344278;19.04555608;23.03639513;26.59206804;-40.36352653;-1.99170536;38.23849658;1.589277958
-10.52090381;5;13.17804192;24.24984873;5.408887448;6.386536532;20.71224457;22.83788502;18.55231534;19.8326468;-10.11005798;21.03182407;0.944457647
5.52367811;4.2;-0.926406578;-5.926034314;-5.915778059;-3.484164059;24.33379652;10.10562873;-24.72527735;-2.357748925;6.432639687;-2.313325053;-1.060422135
18.75343436;2.3;-9.987687264;0;13.34288297;5.145773734;37.13648994;26.90914797;14.65812867;19.35145492;-0.3359933;30.97644246;3.083059804
-3.504951232;9.1;18.76470354;4.855083206;29.4000191;-4.587805726;36.14629935;30.83621747;-9.712161483;0.865613755;1.342283139;8.744882829;0.850540619
6.546790986;11.9;-23.50800491;17.82732779;5.038990913;9.48781441;9.323164234;3.351648874;4.278115647;-6.97793544;0.334868165;1.356979065;2.732313496
7.717281174;12.7;-7.163647163;-0.513149525;14.44858574;-11.17467193;-39.09013136;-52.44706316;6.033296885;24.48786706;16.71689399;-43.6797169;-0.523574738
-10.32315358;3.4;27.33481974;-5.688525089;22.14066419;-3.892385182;-31.7968135;-28.87210469;5.35323975;-19.24303667;-9.419842544;-1.927714588;1.099134161
-2.622960218;-12.9;-13.32406418;-14.31564314;5.557769462;6.67290819;-43.10767357;-52.57236295;-13.21441491;1.646628;-2.307381759;-35.18116318;-1.753471613
21.76536869;4.6;2.051860386;1.616163815;25.23900754;7.106254052;2.673243142;0.208806617;-22.61198518;-37.89062672;9.150725862;18.98461865;1.436343837
-18.70691578;-2.7;5.368649011;20.94719421;-3.749393105;-9.334672072;11.48696028;29.30782995;-3.896134699;18.21452905;6.410393606;26.95463977;0.171639566
18.70691578;-2.1;-8.108385749;-1.021711922;0.023993042;3.781257058;-1.852834626;7.181546981;3.249408609;-11.70725363;10.9767766;-14.08451774;4.453015758
28.06762293;8.5;8.602482088;16.04225018;30.34520477;9.958534948;13.63021657;8.687988549;8.960374676;26.42299186;-4.354630877;-18.80688261;0.217285663
-5.065825137;-4.3;-13.21158658;-12.98491046;7.709065216;-29.63592347;-13.31351569;-18.359802;-31.59536453;29.12371233;-1.880881209;-27.78475118;-3.293710588
-20.9303276;0.8;20.19549191;1.519951164;-4.298758338;13.18425667;13.38722244;36.97314451;3.410080329;2.839480375;-25.96207058;96.63232936;-0.320908186
27.15613422;5;-18.14230665;14.89005667;-0.022051324;-0.018511234;23.85135049;-16.77715745;6.734165786;11.78898566;16.42266777;-61.47609586;-2.394341427
-16.15187426;-1.2;8.915353667;-17.93575667;6.75665886;-4.457091389;28.177318;11.47194748;11.19414617;-13.97766271;1.285141668;-55.69001184;-0.71477016
0.40180817;1.5;-2.591745661;6.068384403;44.79369486;6.629207962;9.970747088;5.107405585;33.01483864;-7.466117606;0.641025778;10.23821888;2.089536266
8.346055386;2.1;-10.70245663;30.89593026;-15.17218915;8.851586571;15.51482666;-5.464937835;-15.85573436;-16.31154482;-9.724952258;-17.37978286;3.574655436
2.74376382;5.5;18.22078298;-7.976803933;5.43953988;-7.200420261;8.439612613;-5.947589154;9.831524106;-21.07614539;-1.314709483;-3.53463272;-1.225248766
-4.32012054;7.9;-16.26275117;5.179589736;66.07378286;-0.547566164;-2.766939902;-1.628554648;-1.215806407;-23.69329125;-20.60396348;8.365005773;-1.963100956
12.82285615;5.7;5.60222484;-0.936768578;-46.97221617;1.086214739;21.12348655;15.86697322;-32.32161297;-7.892108406;31.32324074;9.003858806;-0.435755945
-6.943279444;-14.2;-0.000976564;8.352971744;0.283949753;-9.303013442;-14.43904771;-32.09840412;29.26583034;10.77604303;-6.462176089;-44.83320106;2.317785731
1.940809242;12.2;5.567561888;7.731906456;8.666896531;7.117834706;23.32848898;4.512247776;8.498043445;16.14484738;-18.32890402;25.4304338;-1.111690807
11.07469307;-14.8;-10.51644056;2.693612873;-8.818311315;10.94382787;39.28008225;27.02585186;1.797755835;-7.147190774;18.65450437;55.00242636;-0.084479379
-4.16473237;13;-5.739057413;-0.447677719;17.95351076;3.404275867;44.03820021;30.55883528;47.84332315;-5.279360256;-27.96928492;-26.00303727;-0.772338671
14.94104598;6.7;2.994966829;-15.52706356;3.388323405;-9.128182902;15.42928782;5.110145119;-89.39006851;39.63098928;8.632186529;0;-0.344986021
11.91961785;2.7;12.22150736;6.466653542;44.95377047;1.979232739;37.13043925;30.51628726;44.52516567;-38.21002864;29.61878895;-5.409788138;0.635983157
-3.933871671;8.5;-23.48686487;24.43847078;-49.08486453;-37.73423495;-14.47768562;-16.5932278;74.01517728;40.52390762;30.52586667;-19.8686439;0.144550368
-42.42382878;-2.2;30.2158763;3.005918601;22.61345244;35.9900694;-64.00003887;-40.31292663;-2.473724644;-34.79678253;6.70325341;55.99260218;1.580387988
47.42389389;-1.5;-26.45320929;1.707579968;13.46293074;3.666576598;-14.82999564;9.963458626;-1.990053856;-17.04411095;-40.41385028;66.46120257;0.686210778
-21.50859781;0.4;9.821303755;7.176973537;-47.44266517;-4.876408745;5.995979006;17.38799428;-43.14295834;0.680354823;-1.281025915;5.783826106;-3.396658844
2.613168417;-15.2;8.1483349;-6.751215115;20.72154713;10.74303333;42.96064841;11.52217444;-17.6039764;37.60286459;19.40912809;-40.87019024;1.881512549
31.12879874;-5.6;-1.373170349;-7.733860683;-0.372167236;-14.43455591;61.35633776;42.36508029;26.39553909;52.52760103;-15.57829275;3.100268272;-2.298960182
-19.03442804;-3.8;13.81833446;7.308102261;11.84417725;7.026529487;35.6059235;11.55661138;-52.17224598;-22.97281963;1.585416265;-13.10250203;-1.48795419
-8.022146725;-1.7;-0.603716745;-9.047235435;0.876910532;2.316243112;13.24758769;-0.34564708;95.40193459;10.53332074;33.37795923;43.97145209;3.448390993
14.82320542;2;-10.90217329;9.047235435;13.55947564;30.4127848;10.6625762;7.006757302;7.250953837;-20.84574212;-20.30286518;21.53528783;-0.623178576
15.31953982;5.7;4.802007903;5.079433335;15.70935777;-31.91216884;-13.73786441;-4.707222803;11.33487885;-6.026639286;8.485166656;-24.02906161;8.010945666
4.078200152;6.8;-21.37314246;5.430892826;17.72031641;-1.847558948;-7.64853719;-8.774316222;3.708021919;20.01668387;5.361212051;0.125058497;-6.022622092
-2.033902687;-5.4;17.17170368;-4.590556383;24.95353067;-3.876057821;6.296364249;-4.532272995;12.7138966;-4.252749035;-22.51544867;21.65979242;-4.500419757
32.61789951;12.1;11.29229192;-0.840336444;1.918056994;4.172964181;30.3273274;23.00940781;-25.84520472;-29.15649005;24.58111169;-16.56576476;3.435576665
-58.22945168;-5.1;-19.18703291;-11.52079636;4.62826814;-7.126069602;31.72016156;11.21865579;-12.10013619;4.485042041;4.68183838;34.8559877;-1.516519289
1.446656188;-0.5;-4.229415332;-1.735360639;14.17181744;-16.64414007;27.42767938;20.415218;35.2547478;-7.146986203;-23.35993031;49.23237491;-1.169445755
21.09451843;3.4;-1.981882584;13.256157;9.345023943;20.51601246;-12.33229808;-6.073774779;-6.349339663;5.13054349;0.924143653;-35.87925736;5.970361235
-0.342612441;-3.7;4.816457316;7.912803581;1.739739458;-15.77986857;-45.64696906;-50.810365;-0.915332207;2.540803724;29.35737249;-59.22356825;-1.124973583
-9.714267536;23.3;13.0069173;-3.728665011;5.331218366;10.95161766;17.63633732;-10.73997277;13.51479903;-12.14766976;-8.086918041;7.791637877;0.085209541
18.8633322;-2.5;-1.983794362;-1.2506524;7.987708185;4.471286447;10.40605942;3.422121352;-2.220994046;20.53082192;4.352600075;-8.299574707;-0.200842081
-11.90058025;14.6;-9.690757934;2.912129347;30.99134402;-3.127256786;15.78957249;8.032095144;-9.921590946;-16.23259386;-14.09837562;-12.12604938;0.071699786
-14.76441771;7;9.0340332;-10.0739847;-0.344147293;4.439060091;31.70438789;28.81384916;14.35131507;-0.178173811;3.867638909;32.31922083;0.881727139
2.854606228;-5.3;-0.089116632;19.49582326;20.27742629;-6.206996968;-11.79658064;2.846069487;46.91737583;4.694993643;-2.673608171;20.83129899;-3.239692396
7.746720996;-1.9;3.951010722;-12.75172252;20.41573619;3.543260487;18.59124864;9.298259176;-17.62046645;-2.119210255;-4.797658714;-16.38614148;1.379622177
-19.28945158;-4.9;5.877452602;-1.255888002;21.09598745;-10.27856022;22.24731459;13.83689527;19.96422315;0.353982236;-0.6037737;-2.998065182;1.053821897
-1.834024304;10.2;-14.65256857;-4.215002121;1.300021457;27.08358905;8.665341423;-1.953874647;17.15365268;8.835788549;-7.933135693;36.66599665;0.881055019
9.446397229;9.8;-1.101929072;6.722847327;0.577558901;-17.27073873;21.82653457;16.74376204;-4.880398412;4.046090756;-6.837773344;-2.423582077;0.585297917
-39.20272426;0.8;8.169106254;16.72859794;3.819197917;-3.027268025;2.299096065;9.621278128;1.13154248;-25.09656876;7.145821106;19.62128708;-0.973682446
36.68132915;7.2;0.891907438;-12.58348313;7.451965444;7.763859097;-13.08778384;-11.37339441;-7.604791795;-24.54065208;-2.161332931;-25.07263019;-1.812605136
4.670012632;-1.3;-5.388856753;-3.728665011;31.02388144;-6.886008134;21.40586428;-3.241584498;15.43720988;22.52921937;-15.46543713;-10.32534982;1.653295808
6.025811785;7.8;4.596871384;-13.11592913;15.14977146;11.87371655;42.91927876;16.92626193;-10.85700716;-9.554077567;4.480046832;44.34503712;2.458402801
-12.50660162;4.7;-2.681635886;20.13003356;10.5084701;-2.724552723;-2.838613441;-11.47205524;8.263204648;22.62861006;14.99004447;3.686662042;0.583828306
6.837773344;10;-7.610152751;-4.938334329;0.563464546;-4.19205608;-8.941989509;0.578735981;7.366690714;17.6996994;-39.59804872;17.74524708;-0.863163562
7.423986858;-5.1;10.05314294;-3.326422497;17.28112484;6.749809236;-22.89364676;-15.20050921;7.233470173;-20.81671404;11.34354582;3.591821441;-2.377108301
-7.067321653;6.3;-13.03044773;0;12.44432197;-3.751340341;-72.15594595;-71.07640469;9.562208341;6.825650476;-6.968239264;-81.97926915;-5.333481763
-11.94118526;-5.933333333;7.00759755;-9.720499473;6.870929926;2.561088115;-9.560478064;-29.21613059;0.349803258;-14.86294519;13.49366946;-45.42638468;-0.749643839
-35.30574119;-5.933333333;16.09953448;-9.086383134;2.282393383;-3.943094342;26.77612533;15.22948762;4.519822102;12.04044166;-41.56928701;31.54657927;-1.167337581
-29.98281298;-5.933333333;-17.15127197;3.485860841;-6.343580298;-13.2466607;90.74648935;58.40193489;-27.17756382;51.73833456;-19.49811275;62.72906501;-5.227982334
36.35110669;-5.933333333;14.49375559;14.4850758;-3.435938309;-1.727127117;35.30598759;24.00504676;-13.16526921;-9.602979739;12.61700145;-34.40389265;-0.316204452
-0.790514091;-5.933333333;3.388010949;2.502615046;-26.57343759;0.161443771;-2.554973287;-16.23875152;9.821078802;-4.083710777;-3.66975051;-27.34387803;1.460630683
15.14008965;-5.933333333;-5.905400682;-5.863979364;13.10963923;17.4768077;-24.4087994;-36.59971786;11.04025923;2.40722893;28.79964037;-24.11204679;-1.33284067
13.11592913;19.5;-9.553048851;16.93593175;-18.70138975;0.230883815;-48.51787528;-58.87845013;-14.78911516;6.900141361;30.05953667;-92.0649079;3.238731045
-20.03252797;2;9.858911076;-18.20376165;11.35717632;-10.89268284;-21.05290393;-21.851922;22.33990117;0.550044208;-48.66754293;-12.98491046;-1.182797217
-11.80026576;8.1;-23.54255991;2.952042919;10.46603698;-4.342841748;-5.285709074;2.748645866;-13.4009817;19.76277851;7.476853205;-10.28334268;0.163530614
27.75679737;12.6;0.584037398;-3.799500863;10.02453968;3.079865269;1.571326212;14.98403325;-4.44449017;-3.679049793;-15.09613119;-8.776130904;-0.357655
-17.89922606;-1.7;13.97585875;-0.849257219;19.13632431;8.339516323;-12.21836696;-17.93501319;1.115760835;-3.484870679;-3.679878759;28.25912641;1.47716325
19.01498689;-2;6.601257037;25.52305935;11.48839759;-4.367289042;6.045715179;15.04651339;-10.91832491;-17.8948547;-16.22098732;-5.494363181;-1.738120626
13.15186965;-4.1;-1.492320973;-4.008049567;45.78322037;4.32012054;-7.357629894;6.612329379;-5.766558305;24.68490835;-6.598888134;-1.848354442;1.057549702
-15.01320386;-4;-3.373169867;4.804862579;-7.140033579;-13.40693105;7.818483883;17.97660907;-9.006743714;-14.47225628;13.0906774;-15.10260901;0.926965075
10.67711804;2.6;-9.575022027;-12.53260674;34.58805645;1.828546846;-6.009036541;-0.58813261;5.115662447;7.453870402;-41.89176069;-25.08149534;-0.637359486
-34.90364655;-3.7;1.98068799;-11.24488418;10.47984037;10.90385852;7.34455614;-4.232595788;-26.6765498;21.56277182;11.60703199;2.413560333;1.474278152
6.293148488;-3.1;2.806216985;18.97262834;2.349361796;5.128435891;11.45567516;1.768783349;24.32360184;-42.02399582;-12.02786317;23.19229602;-1.900443121
-9.477244903;-10.1;5.940038534;8.371008042;-24.69969387;-14.73539295;5.053933163;2.119849292;-11.57187932;22.51153699;7.094604343;-1.575149706;-1.227612179
-6.039369885;-15.1;-9.509917771;4.315882969;5.805235398;-1.311565432;21.56035764;12.70604066;13.14204817;20.95260448;25.24623431;-17.38235415;0.880474173
0.810537258;-6.4;1.178162656;-22.88632172;28.14471317;13.74425179;14.88382297;25.37958863;-18.85060581;-13.96978989;8.833772364;22.08931629;0.608609012
-12.75172252;-3.3;6.706037009;3.292199655;-24.64734871;-0.498092204;10.40757382;9.733005999;-1.646092858;14.97481561;-27.10904603;23.8826704;0.433794764
-14.03652792;-1;-6.693223869;14.48850537;-15.83400615;3.015910387;21.31257135;5.223758171;15.76757954;-1.940530263;-2.446490807;44.01736453;0.60193835
5.588484239;4.4;4.303965699;-11.62989188;3.085020602;-3.23364736;8.936840507;-2.564792994;2.765443114;15.82127121;21.10992559;-19.63308463;0.312876864
-1.711232556;3.4;-10.20094651;21.77677743;5.233873127;12.12457659;1.411150213;-3.080967644;14.3079536;6.389143995;17.46007726;13.59134146;0.3892875
-3.444585334;-1;1.081750351;-16.12011751;-15.70260375;-30.83816906;-11.16867653;0.791859121;6.406166129;41.27770364;-15.13898757;-0.297066497;0.384987019
15.68828526;4.5;6.39333768;-0.401404951;-4.268072931;18.93393226;13.70189412;7.222128449;7.407619107;14.30988007;3.456574558;-17.30820291;0.619480492
